z,n,symbol,radius,abundance,half life (s),binding energy / A (keV),atomic mass (u),ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
14,18,Si, , ,4954437378.010944,8481.469,31974151.538,15-JAN-2020,BALRAJ SINGH,2022-04-26
14,19,Si, , ,6.11,8361.0596,32977976.964,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2022-04-26
14,20,Si, , ,2.77,8337.1659,33978538.045,28-May-2012,NINEL NICA and  BALRAJ SINGH,2022-04-26
14,21,Si, , ,0.78,8169.5644,34984550.111,31-MAY-2015,JUN CHEN AND BALRAJ SINGH,2022-04-26
14,22,Si, , ,0.45,8112.5199,35986649.271,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
14,23,Si, , ,0.09,7952.9033,36992945.191,31-MAY-2015,JUN CHEN AND BALRAJ SINGH,2022-04-26
14,24,Si, , ,0.063,7892.8297,37995523,30-Sep-2017,JUN CHEN,2022-04-26
14,25,Si, , ,0.0475,7730.9793,39002491,1-Jan-2018,JUN CHEN,2022-04-26
14,26,Si, , ,0.033,7655.8247,40006083.641,30-Sep-2015,JUN CHEN,2022-04-26
14,27,Si, , ,0.02,7482,41014171,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
14,28,Si, , ,0.0125,7410,42018078,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
14,29,Si, , ,0.00000006,7251,43026119,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
14,30,Si, , ,0.00000036,7156,44031466,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
15,10,P, , ,0.00000003,6794,25021675,1-Feb-2008,R.B. FIRESTONE,2022-04-26
15,11,P, , ,0.0437,7198,26011780,1-Feb-2016,M.S. Basunia and A.M. Hurst,2022-04-26
15,12,P, , ,0.26,7661.0894,26999292.499,30-Nov-2010,M. Shamsuzzoha Basunia,2022-04-26
15,13,P, , ,0.2703,7907.4842,27992326.46,1-Apr-2013,M. Shamsuzzoha Basunia,2022-04-26
15,14,P, , ,4.142,8251.2368,28981800.368,1-Jan-2012,M. Shamsuzzoha Basunia,2022-04-26
15,15,P, , ,149.88,8353.5064,29978313.49,30-Jun-2010,M. SHAMSUZZOHA BASUNIA,2022-04-26
15,16,P,3.1889,100, ,8481.1677,30973761.99768,15-Feb-2013,CHRISTIAN OUELLET AND BALRAJ SINGH,2022-04-26
15,17,P, , ,1232755.2,8464.1203,31973907.643,24-Aug-2011,CHRISTIAN OUELLET and  BALRAJ SINGH,2022-04-26
15,18,P, , ,2190240,8513.8073,32971725.692,05-JUL-2017,BALRAJ SINGH AND JUN CHEN,2022-04-26
15,19,P, , ,12.43,8448.1856,33973645.886,28-May-2012,NINEL NICA and  BALRAJ SINGH,2022-04-26
15,20,P, , ,47.3,8446.2496,34973314.045,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
15,21,P, , ,5.6,8307.8692,35978259.61,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
15,22,P, , ,2.31,8267.5561,36979606.942,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2022-04-26
15,23,P, , ,0.64,8147.2749,37984303.105,30-Sep-2017,JUN CHEN,2022-04-26
15,24,P, , ,0.28,8097.9701,38986285.865,1-Jan-2018,JUN CHEN,2022-04-26
15,25,P, , ,0.15,7981.4177,39991262.221,30-Sep-2015,JUN CHEN,2022-04-26
15,26,P, , ,0.101,7906.5513,40994654,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
15,27,P, , ,0.0485,7765.9122,42001172.14,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
15,28,P, , ,0.0365,7681,43005411,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
15,29,P, , ,0.0185,7552,44011927,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
15,30,P, , ,0.0000002,7456,45017134,30-Oct-2007,T. W. BURROWS,2022-04-26
15,31,P, , , ,7320,46024520,15-Jul-2000,S. -C. WU,2022-04-26
16,10,S, , ,0.000000079,6525,26029716,1-Feb-2016,M.S. Basunia and A.M. Hurst,2022-04-26
16,11,S, , ,0.0155,6960,27018777,30-Nov-2010,M. Shamsuzzoha Basunia,2022-04-26
16,12,S, , ,0.125,7478.7911,28004372.762,1-Apr-2013,M. Shamsuzzoha Basunia,2022-04-26
16,13,S, , ,0.188,7746.3826,28996678,1-Jan-2012,M. Shamsuzzoha Basunia,2022-04-26
16,14,S, , ,1.178,8122.7081,29984906.77,30-Jun-2010,M. SHAMSUZZOHA BASUNIA,2022-04-26
16,15,S, , ,2.5534,8281.8013,30979557.002,15-Feb-2013,CHRISTIAN OUELLET AND BALRAJ SINGH,2022-04-26
16,16,S,3.2611,94.85, ,8493.1301,31972071.17354,24-Aug-2011,CHRISTIAN OUELLET and  BALRAJ SINGH,2022-04-26
16,17,S, ,0.763, ,8497.6304,32971458.90862,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2022-04-26
16,18,S,3.2847,4.365, ,8583.4986,33967867.011,28-May-2012,NINEL NICA and  BALRAJ SINGH,2022-04-26
16,19,S, , ,7548768,8537.8511,34969032.321,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
16,20,S,3.2985,0.0158, ,8575.39,35967080.692,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
16,21,S, , ,303,8459.9363,36971125.5,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2022-04-26
16,22,S, , ,10218,8448.7829,37971163.3,30-Sep-2017,JUN CHEN,2022-04-26
16,23,S, , ,11.5,8344.2698,38975133.85,1-Jan-2018,JUN CHEN,2022-04-26
16,24,S, , ,8.8,8329.3255,39975482.561,30-Sep-2015,JUN CHEN,2022-04-26
16,25,S, , ,1.99,8229.6358,40979593.451,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
16,26,S, , ,1.016,8193.2275,41981065.1,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
16,27,S, , ,0.265,8063.8276,42986907.635,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
16,28,S, , ,0.1,7996.0154,43990118.846,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
16,29,S, , ,0.068,7867,44996414,30-Oct-2007,T. W. BURROWS,2022-04-26
16,30,S, , ,0.05,7785,46000687,12-JAN-2010,BALRAJ SINGH,2022-04-26
16,32,S, , , ,7552,48013301,30-Nov-2021,JUN CHEN,2022-04-26
17,12,Cl, , ,0.00000002,7129,29015053,31-Jan-2016,BALRAJ SINGH,2022-04-26
17,13,Cl, , ,0.00000003,7472.1698,30005018.333,30-Jun-2010,M. SHAMSUZZOHA BASUNIA,2022-04-26
17,14,Cl, , ,0.19,7869.2101,30992448.097,15-Feb-2013,CHRISTIAN OUELLET AND BALRAJ SINGH,2022-04-26
17,15,Cl, , ,0.298,8072.4058,31985684.605,24-Aug-2011,CHRISTIAN OUELLET and  BALRAJ SINGH,2022-04-26
17,16,Cl, , ,2.511,8304.7557,32977451.988,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2022-04-26
17,17,Cl, , ,1.5266,8398.9706,33973762.49,28-May-2012,NINEL NICA and  BALRAJ SINGH,2022-04-26
17,18,Cl,3.3654,75.8, ,8520.279,34968852.694,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
17,19,Cl, , ,9508101796144.57,8521.9322,35968306.822,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
17,20,Cl,3.3840,24.2, ,8570.2816,36965902.573,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2022-04-26
17,21,Cl, , ,2233.8,8505.4817,37968010.408,30-Sep-2017,JUN CHEN,2022-04-26
17,22,Cl, , ,3372,8494.4032,38968008.151,1-Jan-2018,JUN CHEN,2022-04-26
17,23,Cl, , ,81,8427.766,39970415.466,30-Sep-2015,JUN CHEN,2022-04-26
17,24,Cl, , ,38.4,8412.9593,40970684.525,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
17,25,Cl, , ,6.8,8345.8864,41973342,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
17,26,Cl, , ,3.13,8323.8672,42974063.7,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
17,27,Cl, , ,0.56,8234.4788,43978014.918,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
17,28,Cl, , ,0.413,8181.5991,44980394.353,30-Oct-2007,T. W. BURROWS,2022-04-26
17,29,Cl, , ,0.232,8080.7757,45985254.926,31-AUG-2012,BALRAJ SINGH,2022-04-26
17,30,Cl, , ,0.101,7992,46989715,20-Feb-2007,T. W. BURROWS,2022-04-26
17,31,Cl, , , ,7883,47995405,30-Nov-2021,JUN CHEN,2022-04-26
17,32,Cl, , ,0.00000017,7785,49000794,14-Jul-2008,T. W. Burrows{+a},2022-04-26
17,33,Cl, , , ,7651,50008266,15-Apr-2019,Jun Chen and Balraj Singh,2022-04-26
17,34,Cl, , , ,7530,51015341,1-Mar-2016,Wang Jimin and Huang Xiaolong,2022-04-26
17,35,Cl, , , ,7386,52024004,21-MAY-2021,BALRAJ SINGH,2022-04-26
18,12,Ar, , ,0.00000000001,6866,30023694,15-JAN-2016,BALRAJ SINGH,2022-04-26
18,13,Ar, , ,0.0144,7252,31012158,15-Feb-2013,CHRISTIAN OUELLET AND BALRAJ SINGH,2022-04-26
18,14,Ar,3.3468, ,0.098,7700.0089,31997637.824,24-Aug-2011,CHRISTIAN OUELLET and  BALRAJ SINGH,2022-04-26
18,15,Ar,3.3438, ,0.173,7928.9559,32989925.545,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2022-04-26
18,16,Ar,3.3654, ,0.8438,8197.6724,33980270.092,28-May-2012,NINEL NICA and  BALRAJ SINGH,2022-04-26
18,17,Ar,3.3636, ,1.7756,8327.4621,34975257.719,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
18,18,Ar,3.3905,0.3336, ,8519.9096,35967545.106,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
18,19,Ar,3.3908, ,3024950.4,8527.1406,36966776.301,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2022-04-26
18,20,Ar,3.4028,0.0629, ,8614.2807,37962732.102,30-Sep-2017,JUN CHEN,2022-04-26
18,21,Ar,3.4093, ,8457256161.190656,8562.5988,38964313.037,1-Jan-2018,JUN CHEN,2022-04-26
18,22,Ar,3.4274,99.6035, ,8595.2594,39962383.12204,30-Sep-2015,JUN CHEN,2022-04-26
18,23,Ar,3.4251, ,6576.6,8534.3733,40964500.57,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
18,24,Ar,3.4414, ,1038222864.5640768,8555.6141,41963045.737,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
18,25,Ar,3.4354, ,322.2,8488.2382,42965636.056,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
18,26,Ar,3.4454, ,712.2,8493.8411,43964923.814,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
18,27,Ar, , ,21.48,8419.9526,44968039.731,30-Oct-2007,T. W. BURROWS,2022-04-26
18,28,Ar,3.4377, ,8.4,8412.3835,45968039.244,15-Jul-2000,S. -C. WU,2022-04-26
18,29,Ar, , ,1.23,8311.425,46972767.112,20-Feb-2007,T. W. BURROWS,2022-04-26
18,30,Ar, , ,0.416,8243.6656,47976001,30-Nov-2021,JUN CHEN,2022-04-26
18,31,Ar, , ,0.17,8132,48981685,14-Jul-2008,T. W. Burrows{+a},2022-04-26
18,32,Ar, , ,0.106,8054,49985797,15-Apr-2019,Jun Chen and Balraj Singh,2022-04-26
18,33,Ar, , , ,7922,50993033,1-Mar-2016,Wang Jimin and Huang Xiaolong,2022-04-26
18,34,Ar, , , ,7827,51998519,21-MAY-2021,BALRAJ SINGH,2022-04-26
18,35,Ar, , ,0.00000062,7677,53007290,15-MAY-2011,BALRAJ SINGH,2022-04-26
19,14,K, , ,0.000000025,7392,33008095,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2022-04-26
19,15,K, , ,0.000000025,7670,33998690,28-May-2012,NINEL NICA and  BALRAJ SINGH,2022-04-26
19,16,K, , ,0.178,7965.8409,34988005.406,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
19,17,K, , ,0.341,8142.2233,35981301.887,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
19,18,K, , ,1.225,8339.848,36973375.89,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2022-04-26
19,19,K,3.4264, ,459.06,8438.0593,37969081.114,30-Sep-2017,JUN CHEN,2022-04-26
19,20,K,3.4349,93.2581, ,8557.0258,38963706.48482,1-Jan-2018,JUN CHEN,2022-04-26
19,21,K,3.4381,0.0117,3.938304361629082e16,8538.0907,39963998.165,30-Sep-2015,JUN CHEN,2022-04-26
19,22,K,3.4518,6.7302, ,8576.0731,40961825.25611,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
19,23,K,3.4517, ,44478,8551.2571,41962402.305,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
19,24,K,3.4556, ,80280,8576.2204,42960734.701,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
19,25,K,3.4563, ,1327.8,8546.7023,43961586.984,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
19,26,K,3.4605, ,1068.6,8554.6747,44960691.491,30-Oct-2007,T. W. BURROWS,2022-04-26
19,27,K,3.4558, ,105,8518.0428,45961981.584,15-Jul-2000,S. -C. WU,2022-04-26
19,28,K,3.4534, ,17.5,8514.8795,46961661.612,20-Feb-2007,T. W. BURROWS,2022-04-26
19,29,K, , ,6.8,8434.2324,47965341.184,30-Nov-2021,JUN CHEN,2022-04-26
19,30,K, , ,1.26,8372.2753,48968210.753,28-FEB-2011,BALRAJ SINGH,2022-04-26
19,31,K, , ,0.472,8288.5833,49972380.015,15-Apr-2019,Jun Chen and Balraj Singh,2022-04-26
19,32,K, , ,0.365,8221.335,50975828.664,1-Mar-2016,Wang Jimin and Huang Xiaolong,2022-04-26
19,33,K, , ,0.11,8115.0303,51981602,10-Jul-2015,YANG DONG and  HUO JUNDE,2022-04-26
19,34,K, , ,0.03,8022.8488,52986800,31-Mar-2007,HUO JUNDE,2022-04-26
19,35,K, , ,0.01,7891,53994471,20-Jun-2014,YANG DONG and  HUO JUNDE,2022-04-26
19,36,K, , ,0.00000036,7792,55000505,30-APR-2009,BALRAJ SINGH,2022-04-26
19,37,K, , ,0.00000062,7663,56008567,31-OCT-2011,BALRAJ SINGH,2022-04-26
20,14,Ca, , ,0.000000035,7173,34015985,28-May-2012,NINEL NICA and  BALRAJ SINGH,2022-04-26
20,15,Ca, , ,0.0257,7476,35005572,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
20,16,Ca, , ,0.1012,7815.8799,35993074.388,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2022-04-26
20,17,Ca, , ,0.1811,8003.4567,36985897.849,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2022-04-26
20,18,Ca, , ,0.44376,8240.0434,37976319.223,30-Sep-2017,JUN CHEN,2022-04-26
20,19,Ca,3.4595, ,0.8603,8369.6711,38970710.811,1-Jan-2018,JUN CHEN,2022-04-26
20,20,Ca,3.4776,96.941, ,8551.3046,39962590.85,30-Sep-2015,JUN CHEN,2022-04-26
20,21,Ca,3.4780, ,3136758441874.445,8546.7075,40962277.905,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
20,22,Ca,3.5081,0.647, ,8616.5646,41958617.78,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
20,23,Ca,3.4954,0.135, ,8600.6653,42958766.381,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
20,24,Ca,3.5179,2.086, ,8658.1769,43955481.489,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
20,25,Ca,3.4944, ,14049504,8630.5467,44956186.27,30-Oct-2007,T. W. BURROWS,2022-04-26
20,26,Ca,3.4953,0.004, ,8668.9848,45953687.726,15-Jul-2000,S. -C. WU,2022-04-26
20,27,Ca,3.4783, ,391910.4,8639.3548,46954541.134,20-Feb-2007,T. W. BURROWS,2022-04-26
20,28,Ca,3.4771,0.187,9.15150853263168e26,8666.6916,47952522.654,30-Nov-2021,JUN CHEN,2022-04-26
20,29,Ca, , ,523.08,8594.85,48955662.625,14-Jul-2008,T. W. Burrows{+a},2022-04-26
20,30,Ca,3.5168, ,13.45,8550.1639,49957499.215,15-Apr-2019,Jun Chen and Balraj Singh,2022-04-26
20,31,Ca, , ,10,8476.9135,50960995.663,1-Mar-2016,Wang Jimin and Huang Xiaolong,2022-04-26
20,32,Ca, , ,4.6,8429.3821,51963213.646,10-Jul-2015,YANG DONG and  HUO JUNDE,2022-04-26
20,33,Ca, , ,0.461,8330.5778,52968451,28-MAY-2021,BALRAJ SINGH,2022-04-26
20,34,Ca, , ,0.107,8247.4967,53972989,20-Jun-2014,YANG DONG and  HUO JUNDE,2022-04-26
20,35,Ca, , ,0.022,8125.926,54979978,10-MAY-2009,BALRAJ SINGH,2022-04-26
20,36,Ca, , ,0.011,8033.1654,55985496,31-OCT-2011,BALRAJ SINGH,2022-04-26
20,37,Ca, , ,0.00000062,7912,56992958,12-APR-2010,BALRAJ SINGH,2022-04-26
20,38,Ca, , ,0.00000062,7828,57998357,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2022-04-26
21,17,Sc, , , ,7751,37995438,30-Sep-2017,JUN CHEN,2022-04-26
21,18,Sc, , ,0.0000003,8013.4575,38984784.953,1-Jan-2018,JUN CHEN,2022-04-26
21,19,Sc, , ,0.1823,8173.6697,39977967.275,30-Sep-2015,JUN CHEN,2022-04-26
21,20,Sc, , ,0.5963,8369.1979,40969251.163,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
21,21,Sc,3.5702, ,0.68079,8444.9303,41965516.686,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
21,22,Sc,3.5575, ,14007.6,8530.8265,42961150.425,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
21,23,Sc,3.5432, ,14292,8557.3805,43959402.818,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
21,24,Sc,3.5459,100, ,8618.941,44955907.051,30-Oct-2007,T. W. BURROWS,2022-04-26
21,25,Sc,3.5243, ,7239456,8622.0215,45955167.034,15-Jul-2000,S. -C. WU,2022-04-26
21,26,Sc, , ,289370.88,8665.0958,46952402.444,20-Feb-2007,T. W. BURROWS,2022-04-26
21,27,Sc, , ,157356,8656.2097,47952222.903,30-Nov-2021,JUN CHEN,2022-04-26
21,28,Sc, , ,3430.8,8686.2805,48950013.159,14-Jul-2008,T. W. Burrows{+a},2022-04-26
21,29,Sc, , ,102.5,8633.4747,49952187.437,15-Apr-2019,Jun Chen and Balraj Singh,2022-04-26
21,30,Sc, , ,12.4,8597.2213,50953568.838,1-Mar-2016,Wang Jimin and Huang Xiaolong,2022-04-26
21,31,Sc, , ,8.2,8534.6695,51956496.17,10-Jul-2015,YANG DONG and  HUO JUNDE,2022-04-26
21,32,Sc, , ,2.6,8492.8325,52958379.173,10-FEB-2014,BALRAJ SINGH,2022-04-26
21,33,Sc, , ,0.526,8404.8115,53963029.359,20-Jun-2014,YANG DONG and  HUO JUNDE,2022-04-26
21,34,Sc, , ,0.105,8333.3694,54966889.637,30-Apr-2007,HUO JUNDE,2022-04-26
21,35,Sc, , ,0.026,8233.5781,55972607.611,31-OCT-2011,BALRAJ SINGH,2022-04-26
21,36,Sc, , ,0.013,8158.1666,56977048,12-APR-2010,BALRAJ SINGH,2022-04-26
21,37,Sc, , ,0.012,8054.9436,57983382,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2022-04-26
21,38,Sc, , , ,7976.4073,58988374,1-Apr-2018,M. Shamsuzzoha Basunia,2022-04-26
21,40,Sc, , , ,7794,61000537,25-Mar-2019,BALRAJ SINGH,2022-04-26
22,16,Ti, , ,0.00000012,7319,38012206,30-Sep-2017,JUN CHEN,2022-04-26
22,17,Ti, , ,0.0285,7566,39002684,1-Jan-2018,JUN CHEN,2022-04-26
22,18,Ti, , ,0.0524,7865.8632,39990345.146,30-Sep-2015,JUN CHEN,2022-04-26
22,19,Ti, , ,0.0819,8034.3889,40983148,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
22,20,Ti, , ,0.20865,8259.24,41973049.369,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
22,21,Ti, , ,0.509,8352.8054,42968528.42,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
22,22,Ti,3.6115, ,1865014325.0983872,8533.5215,43959689.936,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
22,23,Ti,3.5939, ,11088,8555.7321,44958120.758,30-Oct-2007,T. W. BURROWS,2022-04-26
22,24,Ti,3.6070,8.25, ,8656.4623,45952626.356,15-Jul-2000,S. -C. WU,2022-04-26
22,25,Ti,3.5962,7.44, ,8661.2325,46951757.491,20-Feb-2007,T. W. BURROWS,2022-04-26
22,26,Ti,3.5921,73.72, ,8723.0122,47947940.677,30-Nov-2021,JUN CHEN,2022-04-26
22,27,Ti,3.5733,5.41, ,8711.1625,48947864.391,14-Jul-2008,T. W. Burrows{+a},2022-04-26
22,28,Ti,3.5704,5.18, ,8755.7227,49944785.622,15-Apr-2019,Jun Chen and Balraj Singh,2022-04-26
22,29,Ti, , ,345.6,8708.9912,50946609.468,1-Mar-2016,Wang Jimin and Huang Xiaolong,2022-04-26
22,30,Ti, , ,102,8691.8193,51946883.509,10-Jul-2015,YANG DONG and  HUO JUNDE,2022-04-26
22,31,Ti, , ,32.7,8631.1256,52949670.714,31-Mar-2007,HUO JUNDE,2022-04-26
22,32,Ti, , ,2.1,8599.6917,53950892,20-Jun-2014,YANG DONG and  HUO JUNDE,2022-04-26
22,33,Ti, , ,1.3,8518.9696,54955091,30-June-2010,BALRAJ SINGH,2022-04-26
22,34,Ti, , ,0.2,8467.9495,55957677.675,29-Oct-2009,HUO JUNDE and  HUO SU and  YANG DONG,2022-04-26
22,35,Ti, , ,0.098,8372.9008,56963068.098,12-APR-2010,BALRAJ SINGH,2022-04-26
22,36,Ti, , ,0.058,8307.629,57966808.519,27-MAY-2014,BALRAJ SINGH,2022-04-26
22,37,Ti, , ,0.0285,8218,58972217,1-Apr-2018,M. Shamsuzzoha Basunia,2022-04-26
22,38,Ti, , ,0.022,8152.7858,59976275,27-MAY-2014,BALRAJ SINGH,2022-04-26
22,39,Ti, , ,0.015,8058,60982426,25-Mar-2019,BALRAJ SINGH,2022-04-26
22,40,Ti, , ,0.00000062,7990,61986903,15-Apr-2012,ALAN L. NICHOLS and  BALRAJ SINGH and  JAGDISH K. TULI,2022-04-26
22,41,Ti, , ,0.00000036,7891,62993709,25-AUG-2009,BALRAJ SINGH,2022-04-26
22,42,Ti, , , ,7826,63998411,12-Nov-2021,Balraj Singh and Jun Chen,2022-04-26
23,19,V, , ,0.000000055,7824,41991820,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
23,20,V, , ,0.0793,8069.5129,42980766,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
23,21,V, , ,0.111,8203.4567,43974440.977,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
23,22,V, , ,0.547,8380.0394,44965768.498,30-Oct-2007,T. W. BURROWS,2022-04-26
23,23,V, , ,0.4225,8486.1423,45960197.389,15-Jul-2000,S. -C. WU,2022-04-26
23,24,V, , ,1956,8582.2348,46954903.558,20-Feb-2007,T. W. BURROWS,2022-04-26
23,25,V, , ,1380153.6,8623.0686,47952250.9,30-Nov-2021,JUN CHEN,2022-04-26
23,26,V, , ,28512000,8682.9135,48948510.509,14-Jul-2008,T. W. Burrows{+a},2022-04-26
23,27,V, ,0.250,8.36258538326688e24,8695.9032,49947156.681,15-Apr-2019,Jun Chen and Balraj Singh,2022-04-26
23,28,V,3.6002,99.750, ,8742.0852,50943957.664,1-Mar-2016,Wang Jimin and Huang Xiaolong,2022-04-26
23,29,V, , ,224.58,8714.569,51944773.636,10-Jul-2015,YANG DONG and  HUO JUNDE,2022-04-26
23,30,V, , ,92.58,8710.1425,52944334.94,31-Mar-2007,HUO JUNDE,2022-04-26
23,31,V, , ,49.8,8662.1382,53946432.009,20-Jun-2014,YANG DONG and  HUO JUNDE,2022-04-26
23,32,V, , ,6.54,8637.3391,54947262,30-Apr-2007,HUO JUNDE,2022-04-26
23,33,V, , ,0.216,8574.7006,55950420.082,29-Oct-2009,HUO JUNDE and  HUO SU and  YANG DONG,2022-04-26
23,34,V, , ,0.32,8535.1967,56952297,12-APR-2010,BALRAJ SINGH,2022-04-26
23,35,V, , ,0.191,8458.156,57956595.985,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2022-04-26
23,36,V, , ,0.097,8403.8034,58959623.343,1-Apr-2018,M. Shamsuzzoha Basunia,2022-04-26
23,37,V, , ,0.122,8322.8751,59964479.215,31-Dec-2012,E. BROWNE and  J. K. TULI,2022-04-26
23,38,V, , ,0.0483,8271.0417,60967603.529,25-Mar-2019,BALRAJ SINGH,2022-04-26
23,39,V, , ,0.0336,8187.7565,61972932.556,15-Apr-2012,ALAN L. NICHOLS and  BALRAJ SINGH and  JAGDISH K. TULI,2022-04-26
23,40,V, , ,0.017,8130.7809,62976661,28-Aug-2008,HUO JUNDE and  YANG DONG and  HUO MEIRONG and ,2022-04-26
23,41,V, , ,0.015,8045,63982480,12-Nov-2021,Balraj Singh and Jun Chen,2022-04-26
23,42,V, , ,0.00000036,7981,64986999,1-Aug-2009,E. BROWNE and  J. K. TULI,2022-04-26
23,43,V, , ,0.00000036,7894,65993237,3-Mar-2009,E. BROWNE and  J. K. TULI,2022-04-26
23,44,V, , ,0.00000062,7829,66998128,24-JUN-2013,BALRAJ SINGH,2022-04-26
24,18,Cr, , ,0.0133,7456,42007579,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2022-04-26
24,19,Cr, , ,0.0212,7680,42997885,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2022-04-26
24,20,Cr, , ,0.0428,7949.6265,43985591,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2022-04-26
